201407292336,580
201407292337,680
201407292337,580
201407292338,660
201407292338,660
201407292339,670
201407292339,660
201407292340,670
201407292341,650
201407292342,670
201407292343,670
201407292344,660
201407292345,580
201407292346,660
201407292347,580
201407292348,670
201407292349,610
201407292350,610
201407292351,580
201407292352,650
201407292353,670
201407292354,620
201407292355,640
201407292356,730
201407292357,780
201407292358,700
201407292359,700
201407300000,700
201407300001,720
201407300002,730
201407300003,730
201407300004,690
201407300005,720
201407300006,730
201407300007,550
201407300008,530
201407300009,580
201407300010,570
201407300011,540
201407300012,570
201407300013,600
201407300014,590
201407300015,670
201407300016,510
201407300017,650
201407300018,690
201407300019,700
201407300020,730
201407300021,810
201407300022,810
201407300023,800
201407300024,740
201407300025,770
201407300026,710
201407300027,770
201407300028,720
201407300029,700
201407300030,650
201407300031,730
201407300032,550
201407300033,600
201407300034,610
201407300035,510
201407300036,650
201407300037,620
201407300038,570
201407300039,620
201407300040,620
201407300041,580
201407300042,500
201407300043,500
201407300044,540
201407300045,590
201407300052,0
201407300053,0
201407300054,0
201407300055,0
201407300056,0
201407300057,0
201407300058,0
201407300059,0
201407300100,0
201407300101,0
201407300102,0
201407300103,0
201407300104,0
201407300105,0
201407300106,0
201407300107,0
201407300108,0
201407300109,0
201407300110,0
201407300111,0
201407300112,0
201407300113,0
201407300114,0
201407300115,0
201407300116,0
201407300117,0
201407300118,0
201407300119,0
201407300120,0
201407300121,0
201407300122,0
201407300123,0
201407300124,0
201407300125,0
201407300126,0
201407300127,0
201407300128,0
201407300129,0
201407300130,0
201407300131,0
201407300132,0
201407300133,0
201407300134,0
201407300135,0
201407300136,0
201407300137,0
201407300138,0
201407300139,0
201407300140,0
201407300141,0
201407300142,0
201407300143,0
201407300144,0
201407300145,0
201407300146,0
201407300147,0
201407300148,0
201407300149,0
201407300150,0
201407300151,0
201407300152,0
201407300153,0
201407300154,0
201407300155,0
201407300156,0
201407300157,0
201407300158,0
201407300159,0
201407300200,0
201407300201,0
201407300202,0
201407300203,0
201407300204,0
201407300205,0
201407300206,0
201407300207,0
201407300208,0
201407300209,0
201407300210,0
201407300211,0
201407300212,0
201407300213,0
201407300214,0
201407300215,0
201407300216,0
201407300217,0
201407300218,0
201407300219,0
201407300220,0
201407300221,0
201407300222,0
201407300223,0
201407300224,0
201407300225,0
201407300226,0
201407300227,0
201407300228,0
201407300229,0
201407300230,0
201407300231,0
201407300232,0
201407300233,0
201407300234,0
201407300235,0
201407300236,0
201407300237,0
201407300238,0
201407300239,0
201407300240,0
201407300241,0
201407300242,0
201407300243,0
201407300244,0
201407300245,0
201407300246,0
201407300247,0
201407300248,0
201407300249,0
201407300250,0
201407300251,0
201407300252,0
201407300253,0
201407300254,0
201407300255,0
201407300256,0
201407300257,0
201407300258,0
201407300259,0
201407300300,0
201407300301,0
201407300302,0
201407300303,0
201407300304,0
201407300305,0
201407300306,0
201407300307,0
201407300308,0
201407300309,0
201407300310,0
201407300311,0
201407300312,0
201407300313,0
201407300314,0
201407300315,0
201407300316,0
201407300317,0
201407300318,0
201407300319,0
201407300320,0
201407300321,0
201407300322,0
201407300323,0
201407300324,0
201407300325,0
201407300326,0
201407300327,0
201407300328,0
201407300329,0
201407300330,0
201407300331,0
201407300332,0
201407300333,0
201407300334,0
201407300335,0
201407300336,0
201407300337,0
201407300338,0
201407300339,0
201407300340,0
201407300341,0
201407300342,0
201407300343,0
201407300344,0
201407300345,0
201407300346,0
201407300347,0
201407300348,0
201407300349,0
201407300350,0
201407300351,0
201407300352,0
201407300353,0
201407300354,0
201407300355,0
201407300356,0
201407300357,0
201407300358,0
201407300359,0
201407300400,0
201407300401,0
201407300402,0
201407300403,0
201407300404,0
201407300405,0
201407300406,0
201407300407,0
201407300408,0
201407300409,0
201407300410,0
201407300411,0
201407300412,0
201407300413,0
201407300414,0
201407300415,0
201407300416,0
201407300417,0
201407300418,0
201407300419,0
201407300420,0
201407300421,0
201407300422,0
201407300423,0
201407300424,0
201407300425,0
201407300426,0
201407300427,0
201407300428,0
201407300429,0
201407300430,0
